,magic_pearson_score,magic_spearman_score,magic_slope_0_to_0.75,magic_slope_0.75_to_1,direction,log2fc
EWSR1,-0.3138493392116802,-0.3011183864142632,0.005974403111020115,-0.16017463928606987,down,4.744707347401442
ERH,-0.4100007931821681,-0.41255234184454054,0.0049695062389349285,-0.13646021839076874,down,4.7792341047119375
PLXDC2,-0.4915632915094618,-0.5021799623877179,0.018608020056229746,-0.5200799802576216,down,4.804737042487114
ROR1,-0.4557767886828494,-0.4679331662351625,0.011482659941376523,-0.3214473475873861,down,4.807053662396199
MAP9,-0.3462221561443224,-0.36522451153935037,0.003919663537146808,-0.11503807774103161,down,4.875237844669334
TIPARP,-0.488449105687887,-0.48675469371628804,0.008605526266879009,-0.2548583808451972,down,4.88828856355254
XRCC6,-0.4568678289765628,-0.4589283539300061,-0.004992337453644727,-0.1491135273756813,down,4.900551877174722
UBE2G2,-0.3522890100964629,-0.37144006018549397,0.004285282009632727,-0.1294864827231175,down,4.917267540958682
PSMD8,-0.41305969184959,-0.41200044622489806,0.005892372618899992,-0.19118369018933368,down,5.019966976873845
PLCB4,-0.6541768284020546,-0.6573039191841659,-0.016953109217991136,-0.5513181088686633,down,5.023263195163437
ACSS3,-0.6289207460387956,-0.6208573738490857,0.007448727595439423,-0.24750070697726073,down,5.054294833028139
LATS2,-0.3805680805964636,-0.3704002170344196,0.005852377209494669,-0.19657523879164618,down,5.069915036659231
CHCHD3,-0.4464621160044146,-0.44085411173453015,0.005791761701406311,-0.19671870581915277,down,5.0859880937810225
TXNRD1,-0.5802322322133178,-0.5752570472316282,0.009790190635197482,-0.3362144978112592,down,5.101901173389652
DOCK5,-0.42049593544404973,-0.42647433012471303,0.007895125596603636,-0.27267353479366424,down,5.110068654584948
MID1,-0.5639907671147077,-0.5980039475076708,0.010984042405747413,-0.3844439049014752,down,5.12929210108778
RC3H1,-0.5059568806952842,-0.48446719103271496,0.005662461511183247,-0.20135583350976263,down,5.152174120273737
MT-CYB,-0.4579061189834397,-0.4819423665690194,-0.06003402110664093,-2.161375945031428,down,5.17002591945082
MAP3K4,-0.31291335309373897,-0.3082004988406841,-0.003147177132790723,-0.11547555544692172,down,5.197385295232795
SPIDR,-0.4369936488218928,-0.4356606580213727,-0.006133248238676229,-0.22761113749532147,down,5.213775999099497
RNF169,-0.44473142438329266,-0.41869832448544664,-0.0028566849218588136,-0.10992273713696435,down,5.2660041004352305
PYCR1,-0.3584111438764847,-0.377360717455519,0.003164322641333508,-0.12177948861088053,down,5.2662306418401785
